,is_trade,l1_name,l2_name,l3_name,stock_code,name,mc,beta
253,1,医药生物,化学制药,原料药,000952,广济药业,0.11466666666666667,0.398
254,0,医药生物,化学制药,原料药,605177,东亚药业,0.112,0.216
255,0,医药生物,化学制药,原料药,300966,共同药业,0.10333333333333333,0.33
256,0,医药生物,化学制药,原料药,002817,黄山胶囊,0.10066666666666667,0.20733333333333334
257,0,医药生物,化学制药,原料药,301065,本立科技,0.07933333333333334,0.4226666666666667
258,1,医药生物,化学制药,原料药,603079,圣达生物,0.07133333333333333,0.5153333333333333
259,0,医药生物,化学制药,原料药,000953,河化股份,0.059333333333333335,0.12933333333333333
260,0,医药生物,化学制药,原料药,833230,欧康医药,0.016,0.15
261,0,医药生物,化学制药,原料药,430478,峆一药业,0.015333333333333332,0.07266666666666667
262,0,医药生物,化学制药,原料药,873167,新赣江,0.012666666666666666,0.23666666666666666
263,1,医药生物,医疗器械,医疗耗材,300003,乐普医疗,0.9066666666666666,0.30266666666666664
264,1,医药生物,医疗器械,医疗耗材,300595,欧普康视,0.8253333333333334,0.9233333333333333
265,1,医药生物,医疗器械,医疗耗材,688617,惠泰医疗,0.8053333333333333,0.15733333333333333
266,1,医药生物,医疗器械,医疗耗材,688050,爱博医疗,0.7746666666666666,0.43933333333333335
267,1,医药生物,医疗器械,医疗耗材,300529,健帆生物,0.7613333333333333,0.34933333333333333
268,1,医药生物,医疗器械,医疗耗材,600529,山东药玻,0.7393333333333333,0.2773333333333333
269,1,医药生物,医疗器械,医疗耗材,688161,威高骨科,0.7366666666666667,0.10266666666666667
270,1,医药生物,医疗器械,医疗耗材,688029,南微医学,0.7,0.18666666666666668
271,1,医药生物,医疗器械,医疗耗材,300677,英科医疗,0.68,0.3273333333333333
272,1,医药生物,医疗器械,医疗耗材,688366,昊海生科,0.674,0.6266666666666667
273,0,医药生物,医疗器械,医疗耗材,688198,佰仁医疗,0.6673333333333333,0.136
274,1,医药生物,医疗器械,医疗耗材,002901,大博医疗,0.6446666666666667,0.076
275,1,医药生物,医疗器械,医疗耗材,688236,春立医疗,0.6406666666666667,0.244
276,1,医药生物,医疗器械,医疗耗材,688016,心脉医疗,0.6073333333333333,0.3393333333333333
277,1,医药生物,医疗器械,医疗耗材,301087,可孚医疗,0.5793333333333334,0.18933333333333333
278,0,医药生物,医疗器械,医疗耗材,688351,微电生理-U,0.5473333333333333,0.16333333333333333
279,1,医药生物,医疗器械,医疗耗材,603301,振德医疗,0.52,0.29133333333333333
280,0,医药生物,医疗器械,医疗耗材,688581,安杰思,0.4726666666666667,0.856
281,1,医药生物,医疗器械,医疗耗材,002382,蓝帆医疗,0.468,0.14133333333333334
282,1,医药生物,医疗器械,医疗耗材,688151,华强科技,0.44733333333333336,0.4766666666666667
283,1,医药生物,医疗器械,医疗耗材,688085,三友医疗,0.44066666666666665,0.43866666666666665
284,1,医药生物,医疗器械,医疗耗材,002950,奥美医疗,0.432,0.284
285,0,医药生物,医疗器械,医疗耗材,605369,拱东医疗,0.4073333333333333,0.826
286,0,医药生物,医疗器械,医疗耗材,300653,正海生物,0.4026666666666667,0.296
287,1,医药生物,医疗器械,医疗耗材,300981,中红医疗,0.402,0.14866666666666667
288,1,医药生物,医疗器械,医疗耗材,603222,济民医疗,0.3893333333333333,0.23466666666666666
289,1,医药生物,医疗器械,医疗耗材,603987,康德莱,0.37733333333333335,0.24666666666666667
290,1,医药生物,医疗器械,医疗耗材,603309,维力医疗,0.3293333333333333,0.25066666666666665
291,1,医药生物,医疗器械,医疗耗材,300326,凯利泰,0.31133333333333335,0.42
292,1,医药生物,医疗器械,医疗耗材,301093,华兰股份,0.29533333333333334,0.322
293,0,医药生物,医疗器械,医疗耗材,300238,冠昊生物,0.284,0.164
294,0,医药生物,医疗器械,医疗耗材,688108,赛诺医疗,0.258,0.008666666666666666
295,0,医药生物,医疗器械,医疗耗材,301122,采纳股份,0.24,0.308
296,1,医药生物,医疗器械,医疗耗材,300453,三鑫医疗,0.198,0.184
297,0,医药生物,医疗器械,医疗耗材,002551,尚荣医疗,0.17466666666666666,0.26266666666666666
298,0,医药生物,医疗器械,医疗耗材,688613,奥精医疗,0.17133333333333334,0.15066666666666667
299,0,医药生物,医疗器械,医疗耗材,688314,康拓医疗,0.14066666666666666,0.08133333333333333
300,1,医药生物,医疗器械,医疗耗材,603976,正川股份,0.13866666666666666,0.4866666666666667
301,0,医药生物,医疗器械,医疗耗材,301033,迈普医学,0.13333333333333333,0.05333333333333334
302,0,医药生物,医疗器械,医疗耗材,301097,天益医疗,0.13,0.142
303,0,医药生物,医疗器械,医疗耗材,688026,洁特生物,0.09933333333333333,0.6093333333333333
304,0,医药生物,医疗器械,医疗耗材,301234,五洲医疗,0.06533333333333333,0.21066666666666667
305,0,医药生物,医疗器械,医疗耗材,688013,天臣医疗,0.058,0.222
306,0,医药生物,医疗器械,医疗耗材,603880,ST南卫,0.042666666666666665,0.25266666666666665
307,1,医药生物,医疗器械,医疗设备,300760,迈瑞医疗,0.9953333333333333,0.30133333333333334
308,0,医药生物,医疗器械,医疗设备,688271,联影医疗,0.9666666666666667,0.4086666666666667
309,0,医药生物,医疗器械,医疗设备,688114,华大智造,0.8886666666666667,0.29
310,1,医药生物,医疗器械,医疗设备,002223,鱼跃医疗,0.8713333333333333,0.196
311,1,医药生物,医疗器械,医疗设备,688301,奕瑞科技,0.8373333333333334,0.144
312,1,医药生物,医疗器械,医疗设备,300633,开立医疗,0.8066666666666666,0.06666666666666667
313,1,医药生物,医疗器械,医疗设备,300171,东富龙,0.7313333333333333,0.38133333333333336
314,0,医药生物,医疗器械,医疗设备,301363,美好医疗,0.726,0.2986666666666667
315,1,医药生物,医疗器械,医疗设备,688139,海尔生物,0.7113333333333334,0.09733333333333333
316,1,医药生物,医疗器械,医疗设备,600587,新华医疗,0.704,0.22466666666666665
317,1,医药生物,医疗器械,医疗设备,300298,三诺生物,0.6966666666666667,0.09333333333333334
318,1,医药生物,医疗器械,医疗设备,600055,万东医疗,0.672,0.5073333333333333
319,0,医药生物,医疗器械,医疗设备,301367,怡和嘉业,0.5933333333333334,0.20866666666666667
320,1,医药生物,医疗器械,医疗设备,300869,康泰医学,0.5566666666666666,0.22733333333333333
321,0,医药生物,医疗器械,医疗设备,688212,澳华内镜,0.5433333333333333,0.082
322,1,医药生物,医疗器械,医疗设备,300206,理邦仪器,0.5126666666666667,0.224
323,1,医药生物,医疗器械,医疗设备,300358,楚天科技,0.51,0.6053333333333333
324,0,医药生物,医疗器械,医疗设备,688576,西山科技,0.49266666666666664,0.9993333333333333
325,0,医药生物,医疗器械,医疗设备,688410,山外山,0.486,0.7693333333333333
326,0,医药生物,医疗器械,医疗设备,688277,天智航-U,0.4806666666666667,0.27066666666666667
327,0,医药生物,医疗器械,医疗设备,688677,海泰新光,0.4553333333333333,0.4146666666666667
328,1,医药生物,医疗器械,医疗设备,300049,福瑞股份,0.438,0.522
329,0,医药生物,医疗器械,医疗设备,688626,翔宇医疗,0.43333333333333335,0.3526666666666667
330,1,医药生物,医疗器械,医疗设备,300314,戴维医疗,0.388,0.014
331,0,医药生物,医疗器械,医疗设备,688358,祥生医疗,0.37466666666666665,0.028
332,0,医药生物,医疗器械,医疗设备,688580,伟思医疗,0.31666666666666665,0.214
333,0,医药生物,医疗器械,医疗设备,688273,麦澜德,0.24266666666666667,0.6986666666666667
334,0,医药生物,医疗器械,医疗设备,301235,华康医疗,0.18466666666666667,0.14333333333333334
335,0,医药生物,医疗器械,医疗设备,301290,东星医疗,0.18266666666666667,0.2733333333333333
336,1,医药生物,医疗器械,医疗设备,300246,宝莱特,0.15,0.104
337,0,医药生物,医疗器械,医疗设备,300753,爱朋医疗,0.09466666666666666,0.006666666666666667
338,0,医药生物,医疗器械,医疗设备,300030,阳普医疗,0.08733333333333333,0.02266666666666667
339,0,医药生物,医疗器械,医疗设备,300562,乐心医疗,0.07266666666666667,0.15666666666666668
340,0,医药生物,医疗器械,医疗设备,688607,康众医疗,0.048,0.248
341,0,医药生物,医疗器械,医疗设备,872925,锦好医疗,0.024,0.37533333333333335
342,0,医药生物,医疗器械,医疗设备,835892,中科美菱,0.023333333333333334,0.6553333333333333
343,0,医药生物,医疗器械,医疗设备,832278,鹿得医疗,0.022,0.13066666666666665
344,0,医药生物,医疗器械,医疗设备,430300,辰光医疗,0.012,0.002
345,0,医药生物,医疗器械,医疗设备,300273,和佳退,0.0033333333333333335,0.01
346,1,医药生物,医疗服务,其他医疗服务,688315,诺禾致源,0.61,0.10133333333333333
347,0,医药生物,医疗服务,其他医疗服务,000504,南华生物,0.21133333333333335,0.25533333333333336
348,1,医药生物,医疗服务,医疗研发外包,603259,药明康德,0.986,0.9493333333333334
349,1,医药生物,医疗服务,医疗研发外包,300347,泰格医药,0.936,0.8886666666666667
350,1,医药生物,医疗服务,医疗研发外包,300759,康龙化成,0.9293333333333333,0.9786666666666667
351,1,医药生物,医疗服务,医疗研发外包,002821,凯莱英,0.924,0.8386666666666667
352,1,医药生物,医疗服务,医疗研发外包,603127,昭衍新药,0.806,0.738
353,1,医药生物,医疗服务,医疗研发外包,300363,博腾股份,0.7073333333333334,0.7593333333333333
354,1,医药生物,医疗服务,医疗研发外包,688202,美迪西,0.6006666666666667,0.474
355,1,医药生物,医疗服务,医疗研发外包,300725,药石科技,0.5826666666666667,0.8106666666666666
356,1,医药生物,医疗服务,医疗研发外包,688131,皓元医药,0.5426666666666666,0.7313333333333333
357,0,医药生物,医疗服务,医疗研发外包,688046,药康生物,0.526,0.282
358,1,医药生物,医疗服务,医疗研发外包,688076,诺泰生物,0.512,0.015333333333333332
359,0,医药生物,医疗服务,医疗研发外包,688238,和元生物,0.5106666666666667,0.714
360,0,医药生物,医疗服务,医疗研发外包,688222,成都先导,0.4493333333333333,0.17733333333333334
361,0,医药生物,医疗服务,医疗研发外包,688621,阳光诺和,0.44866666666666666,0.314
362,1,医药生物,医疗服务,医疗研发外包,301096,百诚医药,0.43733333333333335,0.5166666666666667
363,0,医药生物,医疗服务,医疗研发外包,688073,毕得医药,0.43266666666666664,0.608
364,0,医药生物,医疗服务,医疗研发外包,301333,诺思格,0.35333333333333333,0.33066666666666666
365,0,医药生物,医疗服务,医疗研发外包,301230,泓博医药,0.282,0.626
366,0,医药生物,医疗服务,医疗研发外包,300404,博济医药,0.252,0.012
367,1,医药生物,医疗服务,医疗研发外包,300149,睿智医药,0.25,0.118
368,0,医药生物,医疗服务,医疗研发外包,301201,诚达药业,0.24133333333333334,0.096
369,1,医药生物,医疗服务,医疗研发外包,301257,普蕊斯,0.22866666666666666,0.6
370,0,医药生物,医疗服务,医疗研发外包,688265,南模生物,0.16933333333333334,0.286
371,0,医药生物,医疗服务,医疗研发外包,600721,百花医药,0.092,0.148
372,0,医药生物,医疗服务,医疗研发外包,835670,数字人,0.035333333333333335,0.8606666666666667
373,1,医药生物,医疗服务,医院,300015,爱尔眼科,0.9846666666666667,0.8266666666666667
374,0,医药生物,医疗服务,医院,301267,华厦眼科,0.8893333333333333,0.236
375,1,医药生物,医疗服务,医院,600763,通策医疗,0.8593333333333333,0.8393333333333334
376,1,医药生物,医疗服务,医院,002044,美年健康,0.8293333333333334,0.312
377,1,医药生物,医疗服务,医院,000516,国际医学,0.7533333333333333,0.3913333333333333
378,0,医药生物,医疗服务,医院,301239,普瑞眼科,0.7266666666666667,0.33666666666666667
379,0,医药生物,医疗服务,医院,002219,新里程,0.708,0.21466666666666667
380,0,医药生物,医疗服务,医院,301293,三博脑科,0.692,0.0026666666666666666
381,1,医药生物,医疗服务,医院,300143,盈康生命,0.45866666666666667,0.5613333333333334
382,1,医药生物,医疗服务,医院,301103,何氏眼科,0.45266666666666666,0.32866666666666666
383,1,医药生物,医疗服务,医院,002173,创新医疗,0.31066666666666665,0.13333333333333333
384,0,医药生物,医疗服务,医院,600568,ST中珠,0.20066666666666666,0.194
385,0,医药生物,医疗服务,医院,002524,光正眼科,0.16733333333333333,0.36533333333333334
386,0,医药生物,医疗服务,医院,002172,澳洋健康,0.10266666666666667,0.27466666666666667
387,1,医药生物,生物制品,其他生物制品,688235,百济神州-U,0.982,0.7953333333333333
388,1,医药生物,生物制品,其他生物制品,000661,长春高新,0.93,0.5
389,1,医药生物,生物制品,其他生物制品,688180,君实生物-U,0.898,0.24866666666666667
390,1,医药生物,生物制品,其他生物制品,688331,荣昌生物,0.8866666666666667,0.7126666666666667
391,0,医药生物,生物制品,其他生物制品,688520,神州细胞-U,0.8366666666666667,0.37733333333333335
392,1,医药生物,生物制品,其他生物制品,603087,甘李药业,0.774,0.3626666666666667
393,1,医药生物,生物制品,其他生物制品,600867,通化东宝,0.764,0.07866666666666666
394,1,医药生物,生物制品,其他生物制品,300357,我武生物,0.732,0.42333333333333334
395,1,医药生物,生物制品,其他生物制品,688278,特宝生物,0.7206666666666667,0.11866666666666667
396,1,医药生物,生物制品,其他生物制品,300009,安科生物,0.7086666666666667,0.2926666666666667
397,1,医药生物,生物制品,其他生物制品,688105,诺唯赞,0.648,0.5906666666666667
398,0,医药生物,生物制品,其他生物制品,002581,未名医药,0.6246666666666667,0.318
399,0,医药生物,生物制品,其他生物制品,301047,义翘神州,0.6133333333333333,0.41133333333333333
400,1,医药生物,生物制品,其他生物制品,600682,南京新百,0.604,0.44466666666666665
401,0,医药生物,生物制品,其他生物制品,688177,百奥泰,0.5993333333333334,0.6913333333333334
402,0,医药生物,生物制品,其他生物制品,688336,三生国健,0.5853333333333334,0.28933333333333333
403,1,医药生物,生物制品,其他生物制品,002038,双鹭药业,0.582,0.17533333333333334
404,1,医药生物,生物制品,其他生物制品,000534,万泽股份,0.506,0.346
405,0,医药生物,生物制品,其他生物制品,301080,百普赛斯,0.4713333333333333,0.404
406,0,医药生物,生物制品,其他生物制品,688488,艾迪药业,0.36733333333333335,0.7206666666666667
407,0,医药生物,生物制品,其他生物制品,688293,奥浦迈,0.348,0.4073333333333333
408,1,医药生物,生物制品,其他生物制品,603590,康辰药业,0.33,0.5773333333333334
409,1,医药生物,生物制品,其他生物制品,300485,赛升药业,0.32,0.08933333333333333
410,1,医药生物,生物制品,其他生物制品,300683,海特生物,0.2946666666666667,0.2846666666666667
411,1,医药生物,生物制品,其他生物制品,688687,凯因科技,0.28933333333333333,0.264
412,1,医药生物,生物制品,其他生物制品,301166,优宁维,0.23733333333333334,0.20133333333333334
413,0,医药生物,生物制品,其他生物制品,688136,科兴制药,0.23666666666666666,0.30933333333333335
414,0,医药生物,生物制品,其他生物制品,688137,近岸蛋白,0.22,0.7173333333333334
415,0,医药生物,生物制品,其他生物制品,430047,诺思兰德,0.21533333333333332,0.376
416,1,医药生物,生物制品,其他生物制品,300239,东宝生物,0.21266666666666667,0.36933333333333335
417,0,医药生物,生物制品,其他生物制品,688426,康为世纪,0.156,0.23333333333333334
418,0,医药生物,生物制品,其他生物制品,000518,四环生物,0.11266666666666666,0.35333333333333333
419,0,医药生物,生物制品,其他生物制品,688163,赛伦生物,0.09066666666666667,0.788
420,0,医药生物,生物制品,其他生物制品,837344,三元基因,0.058666666666666666,0.3453333333333333
421,1,医药生物,生物制品,疫苗,300122,智飞生物,0.9633333333333334,0.2833333333333333
422,1,医药生物,生物制品,疫苗,603392,万泰生物,0.954,0.8626666666666667
423,1,医药生物,生物制品,疫苗,300142,沃森生物,0.9053333333333333,0.5733333333333334
424,1,医药生物,生物制品,疫苗,002007,华兰生物,0.8993333333333333,0.3506666666666667
425,1,医药生物,生物制品,疫苗,300601,康泰生物,0.8393333333333334,0.516
426,1,医药生物,生物制品,疫苗,688276,百克生物,0.8106666666666666,0.16933333333333334
427,1,医药生物,生物制品,疫苗,688185,康希诺,0.7773333333333333,0.4053333333333333
428,1,医药生物,生物制品,疫苗,301207,华兰疫苗,0.7766666666666666,0.25
429,1,医药生物,生物制品,疫苗,600739,辽宁成大,0.776,0.48333333333333334
430,1,医药生物,生物制品,疫苗,688739,成大生物,0.6646666666666666,0.2946666666666667
431,1,医药生物,生物制品,疫苗,300841,康华生物,0.5693333333333334,0.596
432,0,医药生物,生物制品,疫苗,688319,欧林生物,0.5493333333333333,0.306
433,0,医药生物,生物制品,疫苗,688670,金迪克,0.41933333333333334,0.5986666666666667
434,0,医药生物,生物制品,疫苗,833575,康乐卫士,0.242,0.064
435,1,商贸零售,旅游零售Ⅱ,旅游零售Ⅲ,601888,中国中免,0.9906666666666667,0.9466666666666667
436,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002179,中航光电,0.9553333333333334,0.476
437,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300474,景嘉微,0.908,0.9133333333333333
438,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,000733,振华科技,0.9046666666666666,0.46
439,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002414,高德红外,0.8653333333333333,0.6473333333333333
440,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688375,国博电子,0.8446666666666667,0.5526666666666666
441,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300114,中航电测,0.838,0.544
442,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002025,航天电器,0.8206666666666667,0.10666666666666667
443,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002465,海格通信,0.7926666666666666,0.5053333333333333
444,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,688002,睿创微纳,0.7813333333333333,0.706
445,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,603712,七一二,0.7793333333333333,0.12133333333333333
446,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688439,振华风光,0.756,0.49066666666666664
447,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,600562,国睿科技,0.748,0.67
448,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002151,北斗星通,0.6953333333333334,0.20666666666666667
449,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,000547,航天发展,0.694,0.5713333333333334
450,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300726,宏达电子,0.688,0.7566666666666667
451,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,603678,火炬电子,0.668,0.422
452,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,603267,鸿远电子,0.642,0.5786666666666667
453,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,001270,铖昌科技,0.6213333333333333,0.6013333333333334
454,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300101,振芯科技,0.5973333333333334,0.9073333333333333
455,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,301050,雷电微力,0.5886666666666667,0.13866666666666666
456,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688552,航天南湖,0.5266666666666666,0.050666666666666665
457,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,688776,国光电气,0.5226666666666666,0.262
458,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002446,盛路通信,0.5113333333333333,0.364
459,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002338,奥普光电,0.5046666666666667,0.6506666666666666
460,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688522,纳睿雷达,0.5033333333333333,0.202
461,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,002214,大立科技,0.49133333333333334,0.5186666666666667
462,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300252,金信诺,0.49,0.4106666666666667
463,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,300045,华力创通,0.48533333333333334,0.614
464,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688311,盟升电子,0.4746666666666667,0.4573333333333333
465,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,300762,上海瀚讯,0.46266666666666667,0.61
466,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300123,亚光科技,0.4613333333333333,0.8193333333333334
467,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002935,天奥电子,0.45666666666666667,0.444
468,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,002413,雷科防务,0.44333333333333336,0.4633333333333333
469,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,600990,四创电子,0.4266666666666667,0.6313333333333333
470,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,301302,华如科技,0.4226666666666667,0.21133333333333335
471,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688053,思科瑞,0.396,0.12066666666666667
472,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,300397,天和防务,0.38066666666666665,0.6586666666666666
473,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,600590,泰豪科技,0.38,0.6693333333333333
474,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300447,全信股份,0.36933333333333335,0.5853333333333334
475,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688084,晶品特装,0.3453333333333333,0.21733333333333332
476,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,300177,中海达,0.3353333333333333,0.48733333333333334
477,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002383,合众思壮,0.31333333333333335,0.502
478,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,300629,新劲刚,0.29933333333333334,0.644
479,1,国防军工,军工电子Ⅱ,军工电子Ⅲ,002189,中光学,0.28,0.29533333333333334
480,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688682,霍莱沃,0.278,0.5346666666666666
481,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688788,科思科技,0.27266666666666667,0.616
482,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688132,邦彦技术,0.22666666666666666,0.5753333333333334
483,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,002977,天箭科技,0.20866666666666667,0.5393333333333333
484,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688636,智明达,0.192,0.04733333333333333
485,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,301213,观想科技,0.18866666666666668,0.43533333333333335
486,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688175,高凌信息,0.16066666666666668,0.6773333333333333
487,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,301306,西测测试,0.15466666666666667,0.442
488,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688511,天微电子,0.10866666666666666,0.414
489,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688011,新光光电,0.09733333333333333,0.7413333333333333
490,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,002231,奥维通信,0.09333333333333334,0.36
491,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688081,兴图新科,0.06733333333333333,0.8033333333333333
492,0,国防军工,军工电子Ⅱ,军工电子Ⅲ,688272,*ST富吉,0.04,0.09866666666666667
493,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,000519,中兵红箭,0.8113333333333334,0.552
494,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,600435,北方导航,0.7146666666666667,0.8026666666666666
495,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,600967,内蒙一机,0.7046666666666667,0.43666666666666665
496,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,601606,长城军工,0.564,0.41
497,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,300527,中船应急,0.536,0.9013333333333333
498,1,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,600184,光电股份,0.4146666666666667,0.5226666666666666
